67:  Para cada cliente, cuenta en cuántos meses distintos de 2005 realizó pagos (meses distintos).
customer_id	first_name	last_name	active_months_2005
184	VIVIAN	RUIZ	4
185	ROBERTA	HARPER	4
186	HOLLY	FOX	4
187	BRITTANY	RILEY	4
188	MELANIE	ARMSTRONG	3
189	LORETTA	CARPENTER	4
190	YOLANDA	WEAVER	4
191	JEANETTE	GREENE	4
192	LAURIE	LAWRENCE	4
193	KATIE	ELLIOTT	4
194	KRISTEN	CHAVEZ	4
195	VANESSA	SIMS	2
196	ALMA	AUSTIN	4
197	SUE	PETERS	4
198	ELSIE	KELLEY	4
199	BETH	FRANKLIN	4
200	JEANNE	LAWSON	4
201	VICKI	FIELDS	4
202	CARLA	GUTIERREZ	3
203	TARA	RYAN	4
204	ROSEMARY	SCHMIDT	4
205	EILEEN	CARR	3
206	TERRI	VASQUEZ	3
207	GERTRUDE	CASTILLO	4
208	LUCY	WHEELER	4
209	TONYA	CHAPMAN	4
210	ELLA	OLIVER	4
211	STACEY	MONTGOMERY	4
212	WILMA	RICHARDS	3
213	GINA	WILLIAMSON	4
214	KRISTIN	JOHNSTON	4
215	JESSIE	BANKS	4
216	NATALIE	MEYER	4
217	AGNES	BISHOP	4
218	VERA	MCCOY	3
219	WILLIE	HOWELL	4
220	CHARLENE	ALVAREZ	4
221	BESSIE	MORRISON	4
222	DELORES	HANSEN	4
223	MELINDA	FERNANDEZ	4
224	PEARL	GARZA	3
225	ARLENE	HARVEY	4
226	MAUREEN	LITTLE	3
227	COLLEEN	BURTON	4
228	ALLISON	STANLEY	4
229	TAMARA	NGUYEN	3
230	JOY	GEORGE	4
231	GEORGIA	JACOBS	4
232	CONSTANCE	REID	4
233	LILLIE	KIM	3
234	CLAUDIA	FULLER	4
235	JACKIE	LYNCH	4
236	MARCIA	DEAN	4
237	TANYA	GILBERT	4
238	NELLIE	GARRETT	4
239	MINNIE	ROMERO	4
240	MARLENE	WELCH	4
241	HEIDI	LARSON	4
242	GLENDA	FRAZIER	4
243	LYDIA	BURKE	4
244	VIOLA	HANSON	4
245	COURTNEY	DAY	4
246	MARIAN	MENDOZA	4
247	STELLA	MORENO	4
248	CAROLINE	BOWMAN	4
249	DORA	MEDINA	4
250	JO	FOWLER	4
251	VICKIE	BREWER	4
252	MATTIE	HOFFMAN	4
253	TERRY	CARLSON	4
254	MAXINE	SILVA	4
255	IRMA	PEARSON	3
256	MABEL	HOLLAND	4
257	MARSHA	DOUGLAS	4
258	MYRTLE	FLEMING	3
259	LENA	JENSEN	4
260	CHRISTY	VARGAS	4
261	DEANNA	BYRD	4
262	PATSY	DAVIDSON	4
263	HILDA	HOPKINS	4
264	GWENDOLYN	MAY	3
265	JENNIE	TERRY	4
266	NORA	HERRERA	4
267	MARGIE	WADE	4
268	NINA	SOTO	3
269	CASSANDRA	WALTERS	4
270	LEAH	CURTIS	4
271	PENNY	NEAL	4
272	KAY	CALDWELL	4
273	PRISCILLA	LOWE	4
274	NAOMI	JENNINGS	4
275	CAROLE	BARNETT	4
276	BRANDY	GRAVES	4
277	OLGA	JIMENEZ	4
278	BILLIE	HORTON	4
279	DIANNE	SHELTON	4
280	TRACEY	BARRETT	4
281	LEONA	OBRIEN	4
282	JENNY	CASTRO	4
283	FELICIA	SUTTON	3
284	SONIA	GREGORY	4
285	MIRIAM	MCKINNEY	3
286	VELMA	LUCAS	4
287	BECKY	MILES	4
288	BOBBIE	CRAIG	4
289	VIOLET	RODRIQUEZ	3
290	KRISTINA	CHAMBERS	4
291	TONI	HOLT	4
292	MISTY	LAMBERT	4
293	MAE	FLETCHER	4
294	SHELLY	WATTS	4
295	DAISY	BATES	4
296	RAMONA	HALE	4
297	SHERRI	RHODES	4
298	ERIKA	PENA	4
299	JAMES	GANNON	4
300	JOHN	FARNSWORTH	4
301	ROBERT	BAUGHMAN	4
302	MICHAEL	SILVERMAN	4
303	WILLIAM	SATTERFIELD	4
304	DAVID	ROYAL	4
305	RICHARD	MCCRARY	4
306	CHARLES	KOWALSKI	4
307	JOSEPH	JOY	4
308	THOMAS	GRIGSBY	4
309	CHRISTOPHER	GRECO	4
310	DANIEL	CABRAL	4
311	PAUL	TROUT	4
312	MARK	RINEHART	4
313	DONALD	MAHON	4
314	GEORGE	LINTON	4
315	KENNETH	GOODEN	4
316	STEVEN	CURLEY	4
317	EDWARD	BAUGH	4
318	BRIAN	WYMAN	4
319	RONALD	WEINER	4
320	ANTHONY	SCHWAB	3
321	KEVIN	SCHULER	4
322	JASON	MORRISSEY	4
323	MATTHEW	MAHAN	4
324	GARY	COY	4
325	TIMOTHY	BUNN	4
326	JOSE	ANDREW	4
327	LARRY	THRASHER	4
328	JEFFREY	SPEAR	4
329	FRANK	WAGGONER	3
330	SCOTT	SHELLEY	4
331	ERIC	ROBERT	4
332	STEPHEN	QUALLS	3
333	ANDREW	PURDY	4
334	RAYMOND	MCWHORTER	4
335	GREGORY	MAULDIN	3
336	JOSHUA	MARK	3
337	JERRY	JORDON	4
338	DENNIS	GILMAN	4
339	WALTER	PERRYMAN	4
340	PATRICK	NEWSOM	3
341	PETER	MENARD	3
342	HAROLD	MARTINO	3
343	DOUGLAS	GRAF	4
344	HENRY	BILLINGSLEY	4
345	CARL	ARTIS	4
346	ARTHUR	SIMPKINS	4
347	RYAN	SALISBURY	3
348	ROGER	QUINTANILLA	4
349	JOE	GILLILAND	4
350	JUAN	FRALEY	4
351	JACK	FOUST	4
352	ALBERT	CROUSE	4
353	JONATHAN	SCARBOROUGH	4
354	JUSTIN	NGO	4
355	TERRY	GRISSOM	4
356	GERALD	FULTZ	4
357	KEITH	RICO	4
358	SAMUEL	MARLOW	4
359	WILLIE	MARKHAM	4
360	RALPH	MADRIGAL	4
361	LAWRENCE	LAWTON	4
362	NICHOLAS	BARFIELD	4
363	ROY	WHITING	4
364	BENJAMIN	VARNEY	4
365	BRUCE	SCHWARZ	4
366	BRANDON	HUEY	4
367	ADAM	GOOCH	4
368	HARRY	ARCE	4
369	FRED	WHEAT	4
370	WAYNE	TRUONG	3
371	BILLY	POULIN	4
372	STEVE	MACKENZIE	4
373	LOUIS	LEONE	4
374	JEREMY	HURTADO	4
375	AARON	SELBY	4
376	RANDY	GAITHER	4
377	HOWARD	FORTNER	3
378	EUGENE	CULPEPPER	4
379	CARLOS	COUGHLIN	4
380	RUSSELL	BRINSON	4
381	BOBBY	BOUDREAU	4
382	VICTOR	BARKLEY	4
383	MARTIN	BALES	4
384	ERNEST	STEPP	4
385	PHILLIP	HOLM	4
386	TODD	TAN	4
387	JESSE	SCHILLING	4
388	CRAIG	MORRELL	4
389	ALAN	KAHN	4
390	SHAWN	HEATON	4
391	CLARENCE	GAMEZ	4
392	SEAN	DOUGLASS	3
393	PHILIP	CAUSEY	4
394	CHRIS	BROTHERS	4
395	JOHNNY	TURPIN	3
396	EARL	SHANKS	4
397	JIMMY	SCHRADER	4
398	ANTONIO	MEEK	4
399	DANNY	ISOM	4
400	BRYAN	HARDISON	4
401	TONY	CARRANZA	3
402	LUIS	YANEZ	4
403	MIKE	WAY	4
404	STANLEY	SCROGGINS	4
405	LEONARD	SCHOFIELD	4
406	NATHAN	RUNYON	4
407	DALE	RATCLIFF	4
408	MANUEL	MURRELL	4
409	RODNEY	MOELLER	4
410	CURTIS	IRBY	3
411	NORMAN	CURRIER	4
412	ALLEN	BUTTERFIELD	4
413	MARVIN	YEE	4
414	VINCENT	RALSTON	4
415	GLENN	PULLEN	4
416	JEFFERY	PINSON	4
417	TRAVIS	ESTEP	4
418	JEFF	EAST	3
419	CHAD	CARBONE	4
420	JACOB	LANCE	4
421	LEE	HAWKS	4
422	MELVIN	ELLINGTON	4
423	ALFRED	CASILLAS	3
424	KYLE	SPURLOCK	4
425	FRANCIS	SIKES	4
426	BRADLEY	MOTLEY	4
427	JESUS	MCCARTNEY	4
428	HERBERT	KRUGER	4
429	FREDERICK	ISBELL	4
430	RAY	HOULE	4
431	JOEL	FRANCISCO	4
432	EDWIN	BURK	4
433	DON	BONE	3
434	EDDIE	TOMLIN	4
435	RICKY	SHELBY	4
436	TROY	QUIGLEY	4
437	RANDALL	NEUMANN	4
438	BARRY	LOVELACE	4
439	ALEXANDER	FENNELL	4
440	BERNARD	COLBY	3
441	MARIO	CHEATHAM	4
442	LEROY	BUSTAMANTE	4
443	FRANCISCO	SKIDMORE	4
444	MARCUS	HIDALGO	4
445	MICHEAL	FORMAN	3
446	THEODORE	CULP	4
447	CLIFFORD	BOWENS	4
448	MIGUEL	BETANCOURT	4
449	OSCAR	AQUINO	4
450	JAY	ROBB	4
451	JIM	REA	4
452	TOM	MILNER	4
453	CALVIN	MARTEL	3
454	ALEX	GRESHAM	4
455	JON	WILES	4
456	RONNIE	RICKETTS	4
457	BILL	GAVIN	4
458	LLOYD	DOWD	3
459	TOMMY	COLLAZO	4
460	LEON	BOSTIC	4
461	DEREK	BLAKELY	4
462	WARREN	SHERROD	4
463	DARRELL	POWER	4
464	JEROME	KENYON	4
465	FLOYD	GANDY	4
466	LEO	EBERT	4
467	ALVIN	DELOACH	4
468	TIM	CARY	4
469	WESLEY	BULL	4
470	GORDON	ALLARD	4
471	DEAN	SAUER	4
472	GREG	ROBINS	4
473	JORGE	OLIVARES	4
474	DUSTIN	GILLETTE	4
475	PEDRO	CHESTNUT	3
476	DERRICK	BOURQUE	4
477	DAN	PAINE	4
478	LEWIS	LYMAN	3
479	ZACHARY	HITE	4
480	COREY	HAUSER	4
481	HERMAN	DEVORE	4
482	MAURICE	CRAWLEY	4
483	VERNON	CHAPA	4
484	ROBERTO	VU	4
485	CLYDE	TOBIAS	4
486	GLEN	TALBERT	4
487	HECTOR	POINDEXTER	3
488	SHANE	MILLARD	3
489	RICARDO	MEADOR	4
490	SAM	MCDUFFIE	4
491	RICK	MATTOX	4
492	LESTER	KRAUS	4
493	BRENT	HARKINS	4
494	RAMON	CHOATE	4
495	CHARLIE	BESS	4
496	TYLER	WREN	4
497	GILBERT	SLEDGE	4
498	GENE	SANBORN	4
499	MARC	OUTLAW	4
500	REGINALD	KINDER	4
501	RUBEN	GEARY	4
502	BRETT	CORNWELL	4
503	ANGEL	BARCLAY	4
504	NATHANIEL	ADAM	4
505	RAFAEL	ABNEY	4
506	LESLIE	SEWARD	4
507	EDGAR	RHOADS	4
508	MILTON	HOWLAND	4
509	RAUL	FORTIER	4
510	BEN	EASTER	4
511	CHESTER	BENNER	4
512	CECIL	VINES	3
513	DUANE	TUBBS	4
514	FRANKLIN	TROUTMAN	4
515	ANDRE	RAPP	4
516	ELMER	NOE	4
517	BRAD	MCCURDY	4
518	GABRIEL	HARDER	4
519	RON	DELUCA	4
520	MITCHELL	WESTMORELAND	4
521	ROLAND	SOUTH	3
522	ARNOLD	HAVENS	4
523	HARVEY	GUAJARDO	4
524	JARED	ELY	4
525	ADRIAN	CLARY	4
526	KARL	SEAL	4
527	CORY	MEEHAN	3
528	CLAUDE	HERZOG	4
529	ERIK	GUILLEN	4
530	DARRYL	ASHCRAFT	4
531	JAMIE	WAUGH	4
532	NEIL	RENNER	4
533	JESSIE	MILAM	4
534	CHRISTIAN	JUNG	4
535	JAVIER	ELROD	4
536	FERNANDO	CHURCHILL	4
537	CLINTON	BUFORD	4
538	TED	BREAUX	4
539	MATHEW	BOLIN	4
540	TYRONE	ASHER	3
541	DARREN	WINDHAM	4
542	LONNIE	TIRADO	4
543	LANCE	PEMBERTON	4
544	CODY	NOLEN	4
545	JULIO	NOLAND	4
546	KELLY	KNOTT	4
547	KURT	EMMONS	4
548	ALLAN	CORNISH	4
549	NELSON	CHRISTENSON	4
550	GUY	BROWNLEE	4
551	CLAYTON	BARBEE	4
552	HUGH	WALDROP	4
553	MAX	PITT	4
554	DWAYNE	OLVERA	4
555	DWIGHT	LOMBARDI	3
556	ARMANDO	GRUBER	4
557	FELIX	GAFFNEY	4
558	JIMMIE	EGGLESTON	3
559	EVERETT	BANDA	3
560	JORDAN	ARCHULETA	4
561	IAN	STILL	4
562	WALLACE	SLONE	4
563	KEN	PREWITT	4
564	BOB	PFEIFFER	4
565	JAIME	NETTLES	4
566	CASEY	MENA	4
567	ALFREDO	MCADAMS	3
568	ALBERTO	HENNING	3
569	DAVE	GARDINER	4
570	IVAN	CROMWELL	4
571	JOHNNIE	CHISHOLM	4
572	SIDNEY	BURLESON	4
573	BYRON	BOX	4
574	JULIAN	VEST	4
575	ISAAC	OGLESBY	4
576	MORRIS	MCCARTER	4
577	CLIFTON	MALCOLM	4
578	WILLARD	LUMPKIN	4
579	DARYL	LARUE	3
580	ROSS	GREY	4
581	VIRGIL	WOFFORD	4
582	ANDY	VANHORN	4
583	MARSHALL	THORN	3
584	SALVADOR	TEEL	4
585	PERRY	SWAFFORD	3
586	KIRK	STCLAIR	4
587	SERGIO	STANFIELD	4
588	MARION	OCAMPO	4
589	TRACY	HERRMANN	4
590	SETH	HANNON	4
591	KENT	ARSENAULT	3
592	TERRANCE	ROUSH	3
593	RENE	MCALISTER	4
594	EDUARDO	HIATT	4
595	TERRENCE	GUNDERSON	4
596	ENRIQUE	FORSYTHE	4
597	FREDDIE	DUGGAN	4
598	WADE	DELVALLE	3
599	AUSTIN	CINTRON	4

