92:  Para cada cliente, muestra el importe medio de sus pagos redondeado a 2 decimales, solo si ha hecho al menos 10 pagos.
customer_id	first_name	last_name	avg_payment
228	ALLISON	STANLEY	3.43
229	TAMARA	NGUYEN	3.75
230	JOY	GEORGE	3.78
231	GEORGIA	JACOBS	4.26
232	CONSTANCE	REID	3.83
233	LILLIE	KIM	3.90
234	CLAUDIA	FULLER	4.30
235	JACKIE	LYNCH	3.75
236	MARCIA	DEAN	4.18
237	TANYA	GILBERT	4.38
238	NELLIE	GARRETT	4.51
239	MINNIE	ROMERO	4.20
240	MARLENE	WELCH	4.53
241	HEIDI	LARSON	3.61
242	GLENDA	FRAZIER	4.40
243	LYDIA	BURKE	3.45
244	VIOLA	HANSON	4.05
245	COURTNEY	DAY	4.15
246	MARIAN	MENDOZA	4.69
247	STELLA	MORENO	4.76
248	CAROLINE	BOWMAN	3.39
249	DORA	MEDINA	4.69
250	JO	FOWLER	3.69
251	VICKIE	BREWER	3.89
252	MATTIE	HOFFMAN	2.94
253	TERRY	CARLSON	4.40
254	MAXINE	SILVA	3.65
255	IRMA	PEARSON	3.93
256	MABEL	HOLLAND	3.76
257	MARSHA	DOUGLAS	4.10
258	MYRTLE	FLEMING	4.62
259	LENA	JENSEN	5.27
260	CHRISTY	VARGAS	3.96
261	DEANNA	BYRD	4.14
262	PATSY	DAVIDSON	4.28
263	HILDA	HOPKINS	4.23
264	GWENDOLYN	MAY	3.95
265	JENNIE	TERRY	4.61
266	NORA	HERRERA	4.24
267	MARGIE	WADE	4.43
268	NINA	SOTO	4.27
269	CASSANDRA	WALTERS	4.32
270	LEAH	CURTIS	4.19
271	PENNY	NEAL	3.82
272	KAY	CALDWELL	4.94
273	PRISCILLA	LOWE	4.50
274	NAOMI	JENNINGS	4.36
275	CAROLE	BARNETT	3.62
276	BRANDY	GRAVES	4.38
277	OLGA	JIMENEZ	4.52
278	BILLIE	HORTON	3.41
279	DIANNE	SHELTON	4.38
280	TRACEY	BARRETT	4.40
281	LEONA	OBRIEN	3.63
282	JENNY	CASTRO	3.84
283	FELICIA	SUTTON	3.10
284	SONIA	GREGORY	4.53
285	MIRIAM	MCKINNEY	5.22
286	VELMA	LUCAS	4.36
287	BECKY	MILES	3.99
288	BOBBIE	CRAIG	3.37
289	VIOLET	RODRIQUEZ	4.76
290	KRISTINA	CHAMBERS	3.92
291	TONI	HOLT	4.16
292	MISTY	LAMBERT	4.40
293	MAE	FLETCHER	5.12
294	SHELLY	WATTS	4.37
295	DAISY	BATES	4.28
296	RAMONA	HALE	4.32
297	SHERRI	RHODES	3.90
298	ERIKA	PENA	3.91
299	JAMES	GANNON	4.39
300	JOHN	FARNSWORTH	4.44
301	ROBERT	BAUGHMAN	4.42
302	MICHAEL	SILVERMAN	4.40
303	WILLIAM	SATTERFIELD	3.87
304	DAVID	ROYAL	4.45
305	RICHARD	MCCRARY	4.39
306	CHARLES	KOWALSKI	4.33
307	JOSEPH	JOY	4.49
308	THOMAS	GRIGSBY	4.23
309	CHRISTOPHER	GRECO	4.76
310	DANIEL	CABRAL	4.89
311	PAUL	TROUT	5.25
312	MARK	RINEHART	4.03
313	DONALD	MAHON	3.90
314	GEORGE	LINTON	3.99
315	KENNETH	GOODEN	4.99
316	STEVEN	CURLEY	4.58
317	EDWARD	BAUGH	4.10
318	BRIAN	WYMAN	4.41
319	RONALD	WEINER	4.42
320	ANTHONY	SCHWAB	3.59
321	KEVIN	SCHULER	5.31
322	JASON	MORRISSEY	4.60
323	MATTHEW	MAHAN	3.70
324	GARY	COY	4.15
325	TIMOTHY	BUNN	4.17
326	JOSE	ANDREW	3.87
327	LARRY	THRASHER	4.34
328	JEFFREY	SPEAR	3.95
329	FRANK	WAGGONER	3.99
330	SCOTT	SHELLEY	3.79
331	ERIC	ROBERT	4.55
332	STEPHEN	QUALLS	4.24
333	ANDREW	PURDY	4.06
334	RAYMOND	MCWHORTER	4.52
335	GREGORY	MAULDIN	3.42
336	JOSHUA	MARK	3.99
337	JERRY	JORDON	4.96
338	DENNIS	GILMAN	4.10
339	WALTER	PERRYMAN	4.26
340	PATRICK	NEWSOM	3.86
341	PETER	MENARD	4.64
342	HAROLD	MARTINO	4.08
343	DOUGLAS	GRAF	4.59
344	HENRY	BILLINGSLEY	4.10
345	CARL	ARTIS	4.64
346	ARTHUR	SIMPKINS	4.87
347	RYAN	SALISBURY	4.76
348	ROGER	QUINTANILLA	4.07
349	JOE	GILLILAND	4.78
350	JUAN	FRALEY	3.21
351	JACK	FOUST	3.74
352	ALBERT	CROUSE	4.34
353	JONATHAN	SCARBOROUGH	4.05
354	JUSTIN	NGO	3.60
355	TERRY	GRISSOM	3.64
356	GERALD	FULTZ	4.06
357	KEITH	RICO	3.45
358	SAMUEL	MARLOW	3.85
359	WILLIE	MARKHAM	4.07
360	RALPH	MADRIGAL	4.43
361	LAWRENCE	LAWTON	3.25
362	NICHOLAS	BARFIELD	4.55
363	ROY	WHITING	4.96
364	BENJAMIN	VARNEY	4.16
365	BRUCE	SCHWARZ	4.51
366	BRANDON	HUEY	4.13
367	ADAM	GOOCH	4.63
368	HARRY	ARCE	4.50
369	FRED	WHEAT	3.55
370	WAYNE	TRUONG	3.73
371	BILLY	POULIN	4.28
372	STEVE	MACKENZIE	4.67
373	LOUIS	LEONE	4.62
374	JEREMY	HURTADO	3.70
375	AARON	SELBY	4.62
376	RANDY	GAITHER	3.95
377	HOWARD	FORTNER	3.61
378	EUGENE	CULPEPPER	3.78
379	CARLOS	COUGHLIN	4.64
380	RUSSELL	BRINSON	3.80
381	BOBBY	BOUDREAU	3.05
382	VICTOR	BARKLEY	3.82
383	MARTIN	BALES	3.84
384	ERNEST	STEPP	3.59
385	PHILLIP	HOLM	3.91
386	TODD	TAN	4.06
387	JESSE	SCHILLING	3.91
388	CRAIG	MORRELL	4.16
389	ALAN	KAHN	4.80
390	SHAWN	HEATON	4.63
391	CLARENCE	GAMEZ	3.49
392	SEAN	DOUGLASS	3.99
393	PHILIP	CAUSEY	3.93
394	CHRIS	BROTHERS	3.85
395	JOHNNY	TURPIN	3.04
396	EARL	SHANKS	4.14
397	JIMMY	SCHRADER	3.65
398	ANTONIO	MEEK	4.93
399	DANNY	ISOM	4.37
400	BRYAN	HARDISON	4.45
401	TONY	CARRANZA	3.51
402	LUIS	YANEZ	3.99
403	MIKE	WAY	4.76
404	STANLEY	SCROGGINS	4.66
405	LEONARD	SCHOFIELD	3.43
406	NATHAN	RUNYON	3.83
407	DALE	RATCLIFF	4.18
408	MANUEL	MURRELL	3.89
409	RODNEY	MOELLER	4.56
410	CURTIS	IRBY	4.41
411	NORMAN	CURRIER	3.11
412	ALLEN	BUTTERFIELD	4.09
413	MARVIN	YEE	3.61
414	VINCENT	RALSTON	4.23
415	GLENN	PULLEN	4.08
416	JEFFERY	PINSON	3.93
417	TRAVIS	ESTEP	4.43
418	JEFF	EAST	3.59
419	CHAD	CARBONE	3.59
420	JACOB	LANCE	3.80
421	LEE	HAWKS	4.43
422	MELVIN	ELLINGTON	3.76
423	ALFRED	CASILLAS	4.64
424	KYLE	SPURLOCK	3.69
425	FRANCIS	SIKES	4.03
426	BRADLEY	MOTLEY	4.69
427	JESUS	MCCARTNEY	4.78
428	HERBERT	KRUGER	3.94
429	FREDERICK	ISBELL	5.04
430	RAY	HOULE	3.63
431	JOEL	FRANCISCO	4.16
432	EDWIN	BURK	5.08
433	DON	BONE	5.35
434	EDDIE	TOMLIN	4.77
435	RICKY	SHELBY	3.67
436	TROY	QUIGLEY	4.82
437	RANDALL	NEUMANN	4.34
438	BARRY	LOVELACE	4.08
439	ALEXANDER	FENNELL	4.21
440	BERNARD	COLBY	4.04
441	MARIO	CHEATHAM	4.03
442	LEROY	BUSTAMANTE	3.71
443	FRANCISCO	SKIDMORE	4.49
444	MARCUS	HIDALGO	3.86
445	MICHEAL	FORMAN	3.95
446	THEODORE	CULP	3.76
447	CLIFFORD	BOWENS	3.92
448	MIGUEL	BETANCOURT	4.68
449	OSCAR	AQUINO	4.99
450	JAY	ROBB	3.45
451	JIM	REA	3.90
452	TOM	MILNER	3.37
453	CALVIN	MARTEL	4.86
454	ALEX	GRESHAM	4.60
455	JON	WILES	3.66
456	RONNIE	RICKETTS	4.03
457	BILL	GAVIN	4.10
458	LLOYD	DOWD	3.52
459	TOMMY	COLLAZO	4.91
460	LEON	BOSTIC	4.39
461	DEREK	BLAKELY	3.49
462	WARREN	SHERROD	4.84
463	DARRELL	POWER	3.67
464	JEROME	KENYON	4.62
465	FLOYD	GANDY	4.11
466	LEO	EBERT	4.56
467	ALVIN	DELOACH	4.82
468	TIM	CARY	4.50
469	WESLEY	BULL	4.44
470	GORDON	ALLARD	5.02
471	DEAN	SAUER	4.06
472	GREG	ROBINS	4.72
473	JORGE	OLIVARES	3.96
474	DUSTIN	GILLETTE	3.87
475	PEDRO	CHESTNUT	4.32
476	DERRICK	BOURQUE	4.35
477	DAN	PAINE	4.99
478	LEWIS	LYMAN	4.57
479	ZACHARY	HITE	4.73
480	COREY	HAUSER	4.63
481	HERMAN	DEVORE	3.99
482	MAURICE	CRAWLEY	4.78
483	VERNON	CHAPA	4.93
484	ROBERTO	VU	4.66
485	CLYDE	TOBIAS	3.99
486	GLEN	TALBERT	4.37
487	HECTOR	POINDEXTER	4.61
488	SHANE	MILLARD	4.35
489	RICARDO	MEADOR	4.75
490	SAM	MCDUFFIE	4.91
491	RICK	MATTOX	4.62
492	LESTER	KRAUS	4.12
493	BRENT	HARKINS	4.90
494	RAMON	CHOATE	4.54
495	CHARLIE	BESS	4.64
496	TYLER	WREN	4.23
497	GILBERT	SLEDGE	4.63
498	GENE	SANBORN	3.62
499	MARC	OUTLAW	4.12
500	REGINALD	KINDER	4.13
501	RUBEN	GEARY	4.28
502	BRETT	CORNWELL	4.08
503	ANGEL	BARCLAY	3.62
504	NATHANIEL	ADAM	4.78
505	RAFAEL	ABNEY	4.66
506	LESLIE	SEWARD	4.36
507	EDGAR	RHOADS	3.83
508	MILTON	HOWLAND	5.11
509	RAUL	FORTIER	5.04
510	BEN	EASTER	4.72
511	CHESTER	BENNER	4.16
512	CECIL	VINES	4.45
513	DUANE	TUBBS	4.80
514	FRANKLIN	TROUTMAN	3.40
515	ANDRE	RAPP	4.53
516	ELMER	NOE	3.80
517	BRAD	MCCURDY	4.23
518	GABRIEL	HARDER	4.30
519	RON	DELUCA	4.51
520	MITCHELL	WESTMORELAND	4.21
521	ROLAND	SOUTH	3.51
522	ARNOLD	HAVENS	5.08
523	HARVEY	GUAJARDO	4.26
524	JARED	ELY	4.62
525	ADRIAN	CLARY	3.94
526	KARL	SEAL	4.92
527	CORY	MEEHAN	3.41
528	CLAUDE	HERZOG	4.47
529	ERIK	GUILLEN	4.09
530	DARRYL	ASHCRAFT	3.34
531	JAMIE	WAUGH	4.75
532	NEIL	RENNER	4.77
533	JESSIE	MILAM	4.29
534	CHRISTIAN	JUNG	3.70
535	JAVIER	ELROD	4.24
536	FERNANDO	CHURCHILL	4.71
537	CLINTON	BUFORD	4.15
538	TED	BREAUX	4.06
539	MATHEW	BOLIN	4.13
540	TYRONE	ASHER	4.70
541	DARREN	WINDHAM	4.53
542	LONNIE	TIRADO	5.27
543	LANCE	PEMBERTON	3.76
544	CODY	NOLEN	4.49
545	JULIO	NOLAND	4.28
546	KELLY	KNOTT	4.15
547	KURT	EMMONS	4.34
548	ALLAN	CORNISH	4.20
549	NELSON	CHRISTENSON	3.89
550	GUY	BROWNLEE	4.99
551	CLAYTON	BARBEE	3.72
552	HUGH	WALDROP	4.32
553	MAX	PITT	4.49
554	DWAYNE	OLVERA	4.63
555	DWIGHT	LOMBARDI	4.40
556	ARMANDO	GRUBER	3.99
557	FELIX	GAFFNEY	3.07
558	JIMMIE	EGGLESTON	4.85
559	EVERETT	BANDA	3.95
560	JORDAN	ARCHULETA	4.42
561	IAN	STILL	3.58
562	WALLACE	SLONE	4.39
563	KEN	PREWITT	3.82
564	BOB	PFEIFFER	3.82
565	JAIME	NETTLES	4.37
566	CASEY	MENA	4.17
567	ALFREDO	MCADAMS	4.29
568	ALBERTO	HENNING	3.18
569	DAVE	GARDINER	4.21
570	IVAN	CROMWELL	3.84
571	JOHNNIE	CHISHOLM	5.07
572	SIDNEY	BURLESON	4.35
573	BYRON	BOX	4.16
574	JULIAN	VEST	3.92
575	ISAAC	OGLESBY	4.37
576	MORRIS	MCCARTER	4.11
577	CLIFTON	MALCOLM	4.36
578	WILLARD	LUMPKIN	4.40
579	DARYL	LARUE	4.14
580	ROSS	GREY	3.69
581	VIRGIL	WOFFORD	3.99
582	ANDY	VANHORN	4.55
583	MARSHALL	THORN	5.12
584	SALVADOR	TEEL	4.32
585	PERRY	SWAFFORD	4.91
586	KIRK	STCLAIR	3.41
587	SERGIO	STANFIELD	4.18
588	MARION	OCAMPO	3.99
589	TRACY	HERRMANN	4.63
590	SETH	HANNON	4.51
591	KENT	ARSENAULT	4.99
592	TERRANCE	ROUSH	3.85
593	RENE	MCALISTER	4.37
594	EDUARDO	HIATT	4.84
595	TERRENCE	GUNDERSON	3.92
596	ENRIQUE	FORSYTHE	3.45
597	FREDDIE	DUGGAN	3.99
598	WADE	DELVALLE	3.81
599	AUSTIN	CINTRON	4.41

