81:  Para cada cliente, muestra el total pagado con IVA teórico del 21% aplicado (total*1.21), redondeado a 2 decimales.
customer_id	first_name	last_name	total_with_vat_21
78	LORI	WOOD	171.44
79	RACHEL	BARNES	102.58
80	MARILYN	ROSS	166.62
81	ANDREA	HENDERSON	113.47
82	KATHRYN	COLEMAN	158.20
83	LOUISE	JENKINS	123.12
84	SARA	PERRY	171.42
85	ANNE	POWELL	106.20
86	JACQUELINE	LONG	179.89
87	WANDA	PATTERSON	176.30
88	BONNIE	HUGHES	106.23
89	JULIA	FLORES	162.96
90	RUBY	WASHINGTON	133.97
91	LOIS	BUTLER	137.52
92	TINA	SIMMONS	161.80
93	PHYLLIS	FOSTER	111.04
94	NORMA	GONZALES	96.55
95	PAULA	BRYANT	94.16
96	DIANA	ALEXANDER	127.93
97	ANNIE	RUSSELL	71.17
98	LILLIAN	GRIFFIN	129.17
99	EMILY	DIAZ	111.03
100	ROBIN	HAYES	124.34
101	PEGGY	MYERS	117.08
102	CRYSTAL	FORD	166.58
103	GLADYS	HAMILTON	177.49
104	RITA	GRAHAM	112.24
105	DAWN	SULLIVAN	146.10
106	CONNIE	WALLACE	121.93
107	FLORENCE	WOODS	153.31
108	TRACY	COLE	160.57
109	EDNA	WEST	130.37
110	TIFFANY	JORDAN	72.43
111	CARMEN	OWENS	118.27
112	ROSA	REYNOLDS	161.78
113	CINDY	FISHER	137.59
114	GRACE	ELLIS	169.00
115	WENDY	HARRISON	110.96
116	VICTORIA	GIBSON	135.19
117	EDITH	MCDONALD	86.89
118	KIM	CRUZ	100.18
119	SHERRY	MARSHALL	185.93
120	SYLVIA	ORTIZ	173.85
121	JOSEPHINE	GOMEZ	132.79
122	THELMA	MURRAY	153.28
123	SHANNON	FREEMAN	121.92
124	SHEILA	WELLS	89.32
125	ETHEL	WEBB	164.17
126	ELLEN	SIMPSON	142.44
127	ELAINE	STEVENS	130.39
128	MARJORIE	TUCKER	154.49
129	CARRIE	PORTER	150.84
130	CHARLOTTE	HUNTER	113.45
131	MONICA	HICKS	155.73
132	ESTHER	CRAWFORD	115.82
133	PAULINE	HENRY	119.46
134	EMMA	BOYD	114.67
135	JUANITA	MASON	133.95
136	ANITA	MORALES	76.05
137	RHONDA	KENNEDY	235.48
138	HAZEL	WARREN	133.90
139	AMBER	DIXON	137.61
140	EVA	RAMOS	101.42
141	DEBBIE	REYES	158.12
142	APRIL	BURNS	114.64
143	LESLIE	GORDON	108.63
144	CLARA	SHAW	236.65
145	LUCILLE	HOLMES	131.55
146	JAMIE	RICE	169.05
147	JOANNE	ROBERTSON	154.47
148	ELEANOR	HUNT	262.01
149	VALERIE	BLACK	147.31
150	DANIELLE	DANIELS	127.96
151	MEGAN	PALMER	112.20
152	ALICIA	MILLS	101.39
153	SUZANNE	NICHOLS	114.66
154	MICHELE	GRANT	158.15
155	GAIL	KNIGHT	132.80
156	BERTHA	FERGUSON	123.12
157	DARLENE	ROSE	137.56
158	VERONICA	STONE	153.28
159	JILL	HAWKINS	83.24
160	ERIN	DUNN	129.14
161	GERALDINE	PERKINS	136.37
162	LAUREN	HUDSON	86.88
163	CATHY	SPENCER	148.48
164	JOANN	GARDNER	80.88
165	LORRAINE	STEPHENS	105.02
166	LYNN	PAYNE	149.70
167	SALLY	PIERCE	144.81
168	REGINA	BERRY	164.15
169	ERICA	MATTHEWS	115.89
170	BEATRICE	ARNOLD	144.89
171	DOLORES	WAGNER	138.84
172	BERNICE	WILLIS	176.26
173	AUDREY	RAY	144.85
174	YVONNE	WATKINS	112.28
175	ANNETTE	OLSON	119.50
176	JUNE	CARROLL	210.09
177	SAMANTHA	DUNCAN	86.84
178	MARION	SNYDER	235.48
179	DANA	HART	161.79
180	STACY	CUNNINGHAM	119.51
181	ANA	BRADLEY	211.34
182	RENEE	LANE	118.27
183	IDA	ANDREWS	92.89
184	VIVIAN	RUIZ	109.83
185	ROBERTA	HARPER	102.57
186	HOLLY	FOX	138.77
187	BRITTANY	RILEY	193.26
188	MELANIE	ARMSTRONG	112.23
189	LORETTA	CARPENTER	113.47
190	YOLANDA	WEAVER	133.98
191	JEANETTE	GREENE	90.51
192	LAURIE	LAWRENCE	120.72
193	KATIE	ELLIOTT	132.80
194	KRISTEN	CHAVEZ	106.26
195	VANESSA	SIMS	105.04
196	ALMA	AUSTIN	183.50
197	SUE	PETERS	187.07
198	ELSIE	KELLEY	171.37
199	BETH	FRANKLIN	125.54
200	JEANNE	LAWSON	165.44
201	VICKI	FIELDS	131.59
202	CARLA	GUTIERREZ	125.53
203	TARA	RYAN	107.45
204	ROSEMARY	SCHMIDT	178.66
205	EILEEN	CARR	97.79
206	TERRI	VASQUEZ	153.34
207	GERTRUDE	CASTILLO	166.57
208	LUCY	WHEELER	111.01
209	TONYA	CHAPMAN	195.63
210	ELLA	OLIVER	166.60
211	STACEY	MONTGOMERY	183.51
212	WILMA	RICHARDS	111.08
213	GINA	WILLIAMSON	135.18
214	KRISTIN	JOHNSTON	141.19
215	JESSIE	BANKS	111.01
216	NATALIE	MEYER	115.88
217	AGNES	BISHOP	119.51
218	VERA	MCCOY	82.06
219	WILLIE	HOWELL	123.11
220	CHARLENE	ALVAREZ	138.82
221	BESSIE	MORRISON	160.59
222	DELORES	HANSEN	111.07
223	MELINDA	FERNANDEZ	97.80
224	PEARL	GARZA	92.90
225	ARLENE	HARVEY	146.10
226	MAUREEN	LITTLE	106.23
227	COLLEEN	BURTON	106.19
228	ALLISON	STANLEY	112.20
229	TAMARA	NGUYEN	113.44
230	JOY	GEORGE	150.85
231	GEORGIA	JACOBS	134.00
232	CONSTANCE	REID	115.86
233	LILLIE	KIM	108.62
234	CLAUDIA	FULLER	135.21
235	JACKIE	LYNCH	113.44
236	MARCIA	DEAN	212.45
237	TANYA	GILBERT	175.05
238	NELLIE	GARRETT	114.70
239	MINNIE	ROMERO	172.62
240	MARLENE	WELCH	142.47
241	HEIDI	LARSON	148.42
242	GLENDA	FRAZIER	170.22
243	LYDIA	BURKE	100.14
244	VIOLA	HANSON	156.91
245	COURTNEY	DAY	160.54
246	MARIAN	MENDOZA	130.40
247	STELLA	MORENO	126.78
248	CAROLINE	BOWMAN	61.53
249	DORA	MEDINA	130.40
250	JO	FOWLER	89.30
251	VICKIE	BREWER	146.03
252	MATTIE	HOFFMAN	78.38
253	TERRY	CARLSON	154.53
254	MAXINE	SILVA	141.18
255	IRMA	PEARSON	85.69
256	MABEL	HOLLAND	136.37
257	MARSHA	DOUGLAS	183.47
258	MYRTLE	FLEMING	134.02
259	LENA	JENSEN	204.10
260	CHRISTY	VARGAS	148.45
261	DEANNA	BYRD	130.37
262	PATSY	DAVIDSON	144.86
263	HILDA	HOPKINS	148.48
264	GWENDOLYN	MAY	119.49
265	JENNIE	TERRY	161.79
266	NORA	HERRERA	143.65
267	MARGIE	WADE	193.16
268	NINA	SOTO	149.69
269	CASSANDRA	WALTERS	156.94
270	LEAH	CURTIS	126.75
271	PENNY	NEAL	83.27
272	KAY	CALDWELL	119.55
273	PRISCILLA	LOWE	190.76
274	NAOMI	JENNINGS	184.71
275	CAROLE	BARNETT	131.53
276	BRANDY	GRAVES	148.49
277	OLGA	JIMENEZ	175.06
278	BILLIE	HORTON	107.38
279	DIANNE	SHELTON	164.18
280	TRACEY	BARRETT	143.66
281	LEONA	OBRIEN	61.54
282	JENNY	CASTRO	125.51
283	FELICIA	SUTTON	104.93
284	SONIA	GREGORY	153.33
285	MIRIAM	MCKINNEY	164.25
286	VELMA	LUCAS	142.45
287	BECKY	MILES	140.01
288	BOBBIE	CRAIG	97.72
289	VIOLET	RODRIQUEZ	172.67
290	KRISTINA	CHAMBERS	132.76
291	TONI	HOLT	115.88
292	MISTY	LAMBERT	143.66
293	MAE	FLETCHER	192.01
294	SHELLY	WATTS	137.63
295	DAISY	BATES	196.77
296	RAMONA	HALE	156.94
297	SHERRI	RHODES	155.69
298	ERIKA	PENA	123.11
299	JAMES	GANNON	159.36
300	JOHN	FARNSWORTH	166.60
301	ROBERT	BAUGHMAN	112.28
302	MICHAEL	SILVERMAN	154.53
303	WILLIAM	SATTERFIELD	121.90
304	DAVID	ROYAL	140.05
305	RICHARD	MCCRARY	132.80
306	CHARLES	KOWALSKI	167.80
307	JOSEPH	JOY	162.99
308	THOMAS	GRIGSBY	127.96
309	CHRISTOPHER	GRECO	178.70
310	DANIEL	CABRAL	118.34
311	PAUL	TROUT	146.13
312	MARK	RINEHART	126.74
313	DONALD	MAHON	108.62
314	GEORGE	LINTON	159.32
315	KENNETH	GOODEN	102.64
316	STEVEN	CURLEY	160.58
317	EDWARD	BAUGH	138.81
318	BRIAN	WYMAN	63.98
319	RONALD	WEINER	160.57
320	ANTHONY	SCHWAB	86.88
321	KEVIN	SCHULER	141.30
322	JASON	MORRISSEY	155.75
323	MATTHEW	MAHAN	138.77
324	GARY	COY	125.54
325	TIMOTHY	BUNN	111.05
326	JOSE	ANDREW	117.07
327	LARRY	THRASHER	136.42
328	JEFFREY	SPEAR	109.83
329	FRANK	WAGGONER	154.49
330	SCOTT	SHELLEY	114.65
331	ERIC	ROBERT	148.50
332	STEPHEN	QUALLS	143.65
333	ANDREW	PURDY	132.77
334	RAYMOND	MCWHORTER	164.20
335	GREGORY	MAULDIN	95.31
336	JOSHUA	MARK	144.84
337	JERRY	JORDON	173.89
338	DENNIS	GILMAN	138.81
339	WALTER	PERRYMAN	154.52
340	PATRICK	NEWSOM	144.82
341	PETER	MENARD	129.19
342	HAROLD	MARTINO	158.12
343	DOUGLAS	GRAF	138.85
344	HENRY	BILLINGSLEY	89.32
345	CARL	ARTIS	129.19
346	ARTHUR	SIMPKINS	188.37
347	RYAN	SALISBURY	172.67
348	ROGER	QUINTANILLA	177.43
349	JOE	GILLILAND	167.84
350	JUAN	FRALEY	89.26
351	JACK	FOUST	108.61
352	ALBERT	CROUSE	120.72
353	JONATHAN	SCARBOROUGH	88.11
354	JUSTIN	NGO	156.86
355	TERRY	GRISSOM	88.09
356	GERALD	FULTZ	147.26
357	KEITH	RICO	108.59
358	SAMUEL	MARLOW	97.76
359	WILLIE	MARKHAM	123.12
360	RALPH	MADRIGAL	182.30
361	LAWRENCE	LAWTON	121.83
362	NICHOLAS	BARFIELD	176.27
363	ROY	WHITING	173.89
364	BENJAMIN	VARNEY	115.88
365	BRUCE	SCHWARZ	125.56
366	BRANDON	HUEY	184.68
367	ADAM	GOOCH	123.15
368	HARRY	ARCE	190.76
369	FRED	WHEAT	107.39
370	WAYNE	TRUONG	85.68
371	BILLY	POULIN	181.08
372	STEVE	MACKENZIE	191.98
373	LOUIS	LEONE	195.60
374	JEREMY	HURTADO	125.50
375	AARON	SELBY	134.02
376	RANDY	GAITHER	133.97
377	HOWARD	FORTNER	113.43
378	EUGENE	CULPEPPER	86.89
379	CARLOS	COUGHLIN	129.19
380	RUSSELL	BRINSON	165.33
381	BOBBY	BOUDREAU	129.05
382	VICTOR	BARKLEY	111.03
383	MARTIN	BALES	125.51
384	ERNEST	STEPP	108.60
385	PHILLIP	HOLM	123.11
386	TODD	TAN	142.43
387	JESSE	SCHILLING	123.11
388	CRAIG	MORRELL	150.89
389	ALAN	KAHN	150.94
390	SHAWN	HEATON	184.73
391	CLARENCE	GAMEZ	126.69
392	SEAN	DOUGLASS	111.04
393	PHILIP	CAUSEY	147.24
394	CHRIS	BROTHERS	102.58
395	JOHNNY	TURPIN	69.95
396	EARL	SHANKS	135.19
397	JIMMY	SCHRADER	127.91
398	ANTONIO	MEEK	95.40
399	DANNY	ISOM	111.07
400	BRYAN	HARDISON	150.91
401	TONY	CARRANZA	89.29
402	LUIS	YANEZ	96.56
403	MIKE	WAY	201.65
404	STANLEY	SCROGGINS	169.04
405	LEONARD	SCHOFIELD	132.71
406	NATHAN	RUNYON	148.44
407	DALE	RATCLIFF	136.40
408	MANUEL	MURRELL	141.21
409	RODNEY	MOELLER	126.77
410	CURTIS	IRBY	202.82
411	NORMAN	CURRIER	97.70
412	ALLEN	BUTTERFIELD	103.81
413	MARVIN	YEE	91.71
414	VINCENT	RALSTON	127.96
415	GLENN	PULLEN	113.46
416	JEFFERY	PINSON	147.24
417	TRAVIS	ESTEP	134.01
418	JEFF	EAST	130.32
419	CHAD	CARBONE	108.60
420	JACOB	LANCE	96.55
421	LEE	HAWKS	144.87
422	MELVIN	ELLINGTON	118.27
423	ALFRED	CASILLAS	146.10
424	KYLE	SPURLOCK	133.95
425	FRANCIS	SIKES	126.74
426	BRADLEY	MOTLEY	153.34
427	JESUS	MCCARTNEY	138.86
428	HERBERT	KRUGER	95.35
429	FREDERICK	ISBELL	128.01
430	RAY	HOULE	96.53
431	JOEL	FRANCISCO	115.88
432	EDWIN	BURK	141.29
433	DON	BONE	161.84
434	EDDIE	TOMLIN	155.76
435	RICKY	SHELBY	111.02
436	TROY	QUIGLEY	175.09
437	RANDALL	NEUMANN	120.72
438	BARRY	LOVELACE	162.95
439	ALEXANDER	FENNELL	183.48
440	BERNARD	COLBY	107.42
441	MARIO	CHEATHAM	136.39
442	LEROY	BUSTAMANTE	143.60
443	FRANCISCO	SKIDMORE	119.52
444	MARCUS	HIDALGO	140.00
445	MICHEAL	FORMAN	124.32
446	THEODORE	CULP	141.19
447	CLIFFORD	BOWENS	137.59
448	MIGUEL	BETANCOURT	164.21
449	OSCAR	AQUINO	120.76
450	JAY	ROBB	108.59
451	JIM	REA	155.69
452	TOM	MILNER	130.29
453	CALVIN	MARTEL	135.24
454	ALEX	GRESHAM	183.52
455	JON	WILES	106.19
456	RONNIE	RICKETTS	121.91
457	BILL	GAVIN	138.81
458	LLOYD	DOWD	80.84
459	TOMMY	COLLAZO	225.81
460	LEON	BOSTIC	132.80
461	DEREK	BLAKELY	118.24
462	WARREN	SHERROD	193.20
463	DARRELL	POWER	111.02
464	JEROME	KENYON	89.35
465	FLOYD	GANDY	84.49
466	LEO	EBERT	126.77
467	ALVIN	DELOACH	169.05
468	TIM	CARY	212.49
469	WESLEY	BULL	214.90
470	GORDON	ALLARD	194.42
471	DEAN	SAUER	132.77
472	GREG	ROBINS	171.46
473	JORGE	OLIVARES	162.94
474	DUSTIN	GILLETTE	121.90
475	PEDRO	CHESTNUT	125.55
476	DERRICK	BOURQUE	115.89
477	DAN	PAINE	132.83
478	LEWIS	LYMAN	105.04
479	ZACHARY	HITE	177.49
480	COREY	HAUSER	123.15
481	HERMAN	DEVORE	140.01
482	MAURICE	CRAWLEY	167.84
483	VERNON	CHAPA	107.47
484	ROBERTO	VU	169.04
485	CLYDE	TOBIAS	140.01
486	GLEN	TALBERT	137.63
487	HECTOR	POINDEXTER	144.89
488	SHANE	MILLARD	115.89
489	RICARDO	MEADOR	120.75
490	SAM	MCDUFFIE	142.49
491	RICK	MATTOX	150.92
492	LESTER	KRAUS	79.67
493	BRENT	HARKINS	136.45
494	RAMON	CHOATE	170.23
495	CHARLIE	BESS	146.10
496	TYLER	WREN	107.44
497	GILBERT	SLEDGE	156.96
498	GENE	SANBORN	118.25
499	MARC	OUTLAW	149.68
500	REGINALD	KINDER	140.02
501	RUBEN	GEARY	108.65
502	BRETT	CORNWELL	167.78
503	ANGEL	BARCLAY	139.97
504	NATHANIEL	ADAM	161.80
505	RAFAEL	ABNEY	118.33
506	LESLIE	SEWARD	184.71
507	EDGAR	RHOADS	115.86
508	MILTON	HOWLAND	154.58
509	RAUL	FORTIER	121.97
510	BEN	EASTER	148.52
511	CHESTER	BENNER	120.71
512	CECIL	VINES	140.05
513	DUANE	TUBBS	179.91
514	FRANKLIN	TROUTMAN	90.48
515	ANDRE	RAPP	153.33
516	ELMER	NOE	119.48
517	BRAD	MCCURDY	127.96
518	GABRIEL	HARDER	135.21
519	RON	DELUCA	125.56
520	MITCHELL	WESTMORELAND	162.96
521	ROLAND	SOUTH	97.73
522	ARNOLD	HAVENS	202.88
523	HARVEY	GUAJARDO	113.47
524	JARED	ELY	106.25
525	ADRIAN	CLARY	90.52
526	KARL	SEAL	268.08
527	CORY	MEEHAN	98.93
528	CLAUDE	HERZOG	135.22
529	ERIK	GUILLEN	143.64
530	DARRYL	ASHCRAFT	92.89
531	JAMIE	WAUGH	143.69
532	NEIL	RENNER	184.74
533	JESSIE	MILAM	171.42
534	CHRISTIAN	JUNG	107.40
535	JAVIER	ELROD	164.17
536	FERNANDO	CHURCHILL	142.48
537	CLINTON	BUFORD	125.54
538	TED	BREAUX	142.43
539	MATHEW	BOLIN	109.84
540	TYRONE	ASHER	136.44
541	DARREN	WINDHAM	131.60
542	LONNIE	TIRADO	114.73
543	LANCE	PEMBERTON	100.16
544	CODY	NOLEN	119.52
545	JULIO	NOLAND	108.65
546	KELLY	KNOTT	125.54
547	KURT	EMMONS	120.72
548	ALLAN	CORNISH	96.57
549	NELSON	CHRISTENSON	94.14
550	GUY	BROWNLEE	193.21
551	CLAYTON	BARBEE	117.06
552	HUGH	WALDROP	109.86
553	MAX	PITT	130.39
554	DWAYNE	OLVERA	123.15
555	DWIGHT	LOMBARDI	90.54
556	ARMANDO	GRUBER	101.39
557	FELIX	GAFFNEY	89.25
558	JIMMIE	EGGLESTON	164.22
559	EVERETT	BANDA	133.97
560	JORDAN	ARCHULETA	160.57
561	IAN	STILL	117.04
562	WALLACE	SLONE	132.80
563	KEN	PREWITT	133.96
564	BOB	PFEIFFER	111.03
565	JAIME	NETTLES	153.32
566	CASEY	MENA	171.41
567	ALFREDO	MCADAMS	103.82
568	ALBERTO	HENNING	80.82
569	DAVE	GARDINER	162.96
570	IVAN	CROMWELL	120.69
571	JOHNNIE	CHISHOLM	147.33
572	SIDNEY	BURLESON	131.59
573	BYRON	BOX	146.06
574	JULIAN	VEST	132.76
575	ISAAC	OGLESBY	153.32
576	MORRIS	MCCARTER	168.99
577	CLIFTON	MALCOLM	142.45
578	WILLARD	LUMPKIN	117.10
579	DARYL	LARUE	135.19
580	ROSS	GREY	120.67
581	VIRGIL	WOFFORD	130.35
582	ANDY	VANHORN	137.64
583	MARSHALL	THORN	142.50
584	SALVADOR	TEEL	156.94
585	PERRY	SWAFFORD	142.49
586	KIRK	STCLAIR	78.42
587	SERGIO	STANFIELD	131.58
588	MARION	OCAMPO	140.01
589	TRACY	HERRMANN	156.96
590	SETH	HANNON	136.43
591	KENT	ARSENAULT	163.02
592	TERRANCE	ROUSH	135.17
593	RENE	MCALISTER	137.63
594	EDUARDO	HIATT	158.18
595	TERRENCE	GUNDERSON	142.42
596	ENRIQUE	FORSYTHE	117.03
597	FREDDIE	DUGGAN	120.70
598	WADE	DELVALLE	101.37
599	AUSTIN	CINTRON	101.41

